"name","score"
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",4
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",3
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",3
"SalmanKhan",3
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",2
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",3
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",3
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",4
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",4
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",4
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",2
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",-1
"SalmanKhan",-1
"SalmanKhan",2
"SalmanKhan",1
"SalmanKhan",1
"SalmanKhan",1
"SRK",1
"SRK",-3
"SRK",3
"SRK",1
"SRK",-1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",-1
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",-1
"SRK",2
"SRK",1
"SRK",-1
"SRK",1
"SRK",1
"SRK",-1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",-1
"SRK",1
"SRK",3
"SRK",2
"SRK",3
"SRK",2
"SRK",2
"SRK",1
"SRK",3
"SRK",2
"SRK",2
"SRK",1
"SRK",5
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",3
"SRK",3
"SRK",3
"SRK",4
"SRK",3
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",4
"SRK",2
"SRK",2
"SRK",-1
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",3
"SRK",1
"SRK",1
"SRK",1
"SRK",3
"SRK",2
"SRK",1
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",-1
"SRK",3
"SRK",1
"SRK",1
"SRK",-1
"SRK",1
"SRK",3
"SRK",3
"SRK",-1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",5
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",-1
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",5
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",3
"SRK",1
"SRK",2
"SRK",3
"SRK",-1
"SRK",-2
"SRK",2
"SRK",2
"SRK",-2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",3
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",3
"SRK",1
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",-1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",4
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",2
"SRK",-1
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",-1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",-1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",-1
"SRK",1
"SRK",2
"SRK",1
"SRK",2
"SRK",-1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",-1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",3
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",-1
"SRK",-1
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",-1
"SRK",-1
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",-1
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",-1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",2
"SRK",3
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",-1
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",1
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",-1
"SRK",2
"SRK",-1
"SRK",2
"SRK",2
"SRK",1
"SRK",2
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",-1
"SRK",2
"SRK",1
"SRK",2
"SRK",-1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",1
"SRK",-1
"SRK",1
"SRK",1
"SRK",1
"SRK",-1
"SRK",1
"SRK",1
"SRK",1
"SRK",2
"SRK",2
"SRK",2
"SRK",2
"SRK",1
"SRK",2
"SRK",-1
"SRK",2
"SRK",2
